exam_center,CODE,SUBJECT NAME,REG,SAT,NO-CA,W/HD,CLEAN,PASS,GPA,REG/RANK,NAT/RANK
S4517 MLANG'A,41,BASIC MATHEMATICS,141,139,0,0,139,43,4.554,88/317,967/4919
S4516 ST. JAMES KIGOMA,11,CIVICS,91,90,0,0,90,85,3.6778,46/171,1211/4919
S4516 ST. JAMES KIGOMA,12,HISTORY,91,90,0,0,90,82,3.8,41/171,863/4896
S4516 ST. JAMES KIGOMA,13,GEOGRAPHY,91,90,0,0,90,87,3.5,27/171,541/4916
S4516 ST. JAMES KIGOMA,21,KISWAHILI,91,90,0,0,90,89,2.9778,48/171,1401/4919
S4516 ST. JAMES KIGOMA,22,ENGLISH LANGUAGE,91,90,0,0,90,87,3.2889,31/171,801/4919
S4516 ST. JAMES KIGOMA,31,PHYSICS,60,58,0,0,58,28,4.3103,54/170,1489/4680
S4516 ST. JAMES KIGOMA,32,CHEMISTRY,78,77,0,0,77,68,3.7143,55/171,1884/4883
S4516 ST. JAMES KIGOMA,33,BIOLOGY,91,90,0,0,90,89,3.2333,21/171,570/4916
S4516 ST. JAMES KIGOMA,41,BASIC MATHEMATICS,91,90,0,0,90,36,4.3889,32/171,703/4919
S4516 ST. JAMES KIGOMA,61,COMMERCE,13,13,0,0,13,10,3.6923,4/22,178/853
S4516 ST. JAMES KIGOMA,62,BOOK-KEEPING,13,13,0,0,13,9,4.0,7/22,254/843
S4515 ST ACHILLEUS KIWANUKA KIJWIRE,11,CIVICS,44,44,0,0,44,44,2.9773,16/245,321/4919
S4515 ST ACHILLEUS KIWANUKA KIJWIRE,12,HISTORY,44,44,0,0,44,43,3.0227,13/245,211/4896
S4515 ST ACHILLEUS KIWANUKA KIJWIRE,13,GEOGRAPHY,44,44,0,0,44,42,3.0682,18/245,232/4916
S4515 ST ACHILLEUS KIWANUKA KIJWIRE,21,KISWAHILI,44,44,0,0,44,44,1.9545,12/245,109/4919
S4515 ST ACHILLEUS KIWANUKA KIJWIRE,22,ENGLISH LANGUAGE,44,44,0,0,44,44,2.4545,17/245,237/4919
S4515 ST ACHILLEUS KIWANUKA KIJWIRE,31,PHYSICS,27,27,0,0,27,27,3.4815,13/243,190/4680
S4515 ST ACHILLEUS KIWANUKA KIJWIRE,32,CHEMISTRY,38,38,0,0,38,38,2.6579,5/245,99/4883
S4515 ST ACHILLEUS KIWANUKA KIJWIRE,33,BIOLOGY,44,44,0,0,44,44,2.5682,15/245,177/4916
S4515 ST ACHILLEUS KIWANUKA KIJWIRE,41,BASIC MATHEMATICS,44,44,0,0,44,41,3.0682,7/245,117/4919
S4514 ORKEESWA,11,CIVICS,25,25,0,0,25,25,3.16,45/224,498/4919
S4514 ORKEESWA,12,HISTORY,25,25,0,0,25,24,3.28,24/224,333/4896
S4514 ORKEESWA,13,GEOGRAPHY,25,25,0,0,25,24,3.24,23/224,343/4916
S4514 ORKEESWA,21,KISWAHILI,25,25,0,0,25,25,2.52,27/224,404/4919
S4514 ORKEESWA,22,ENGLISH LANGUAGE,25,25,0,0,25,25,2.88,33/224,460/4919
S4514 ORKEESWA,31,PHYSICS,5,5,0,0,5,5,3.6,11/222,256/4680
S4514 ORKEESWA,32,CHEMISTRY,9,9,0,0,9,9,2.8889,17/224,222/4883
S4514 ORKEESWA,33,BIOLOGY,25,25,0,0,25,25,3.12,30/224,456/4916
S4514 ORKEESWA,34,AGRICULTURAL SCIENCE,6,6,0,0,6,6,3.0,1/36,3/206
S4514 ORKEESWA,41,BASIC MATHEMATICS,25,25,0,0,25,14,4.08,33/224,466/4919
S4513 KASANGA,11,CIVICS,45,43,0,0,43,28,4.1163,60/91,2787/4919
S4513 KASANGA,12,HISTORY,45,43,0,0,43,29,4.2326,50/91,1985/4896
S4513 KASANGA,13,GEOGRAPHY,45,43,0,0,43,25,4.2791,52/91,2504/4916
S4513 KASANGA,21,KISWAHILI,45,43,0,0,43,41,3.1395,54/91,2060/4919
S4513 KASANGA,22,ENGLISH LANGUAGE,45,43,0,0,43,27,4.186,57/91,3115/4919
S4513 KASANGA,24,LITERATURE IN ENGLISH,45,21,0,0,21,16,4.0,22/53,676/1533
S4513 KASANGA,31,PHYSICS,26,25,0,0,25,1,4.96,80/88,4277/4680
S4513 KASANGA,32,CHEMISTRY,25,24,0,0,24,8,4.5417,80/91,4428/4883
S4513 KASANGA,33,BIOLOGY,45,43,0,0,43,30,4.0698,31/91,1881/4916
S4513 KASANGA,41,BASIC MATHEMATICS,45,43,0,0,43,9,4.6977,24/91,1532/4919
S4511 WENA,11,CIVICS,57,57,0,0,57,30,4.3158,131/282,3709/4919
S4511 WENA,12,HISTORY,57,57,0,0,57,30,4.2807,73/281,2188/4896
S4511 WENA,13,GEOGRAPHY,57,57,0,0,57,35,4.193,49/282,2077/4916
S4511 WENA,21,KISWAHILI,57,57,0,0,57,53,3.3684,112/282,3165/4919
S4511 WENA,22,ENGLISH LANGUAGE,57,57,0,0,57,31,4.2632,132/282,3492/4919
S4511 WENA,32,CHEMISTRY,4,4,0,0,4,4,4.0,110/274,2981/4883
S4511 WENA,33,BIOLOGY,57,57,0,0,57,16,4.614,168/282,4272/4916
S4511 WENA,41,BASIC MATHEMATICS,57,57,0,0,57,2,4.9649,199/282,4356/4919
S4510 ILOGOMBE,11,CIVICS,34,34,0,0,34,21,4.1765,128/163,3068/4919
S4510 ILOGOMBE,12,HISTORY,34,34,0,0,34,19,4.2647,80/162,2115/4896
S4510 ILOGOMBE,13,GEOGRAPHY,34,34,0,0,34,19,4.3235,109/163,2742/4916
S4510 ILOGOMBE,21,KISWAHILI,34,34,0,0,34,33,3.1471,141/163,2095/4919
S4510 ILOGOMBE,22,ENGLISH LANGUAGE,34,34,0,0,34,30,3.8824,78/163,1856/4919
S4510 ILOGOMBE,31,PHYSICS,19,19,0,0,19,0,5.0,147/160,4365/4680
S4510 ILOGOMBE,32,CHEMISTRY,33,33,0,0,33,5,4.8485,161/162,4820/4883
S4510 ILOGOMBE,33,BIOLOGY,34,34,0,0,34,21,4.2059,86/163,2406/4916
S4510 ILOGOMBE,41,BASIC MATHEMATICS,34,34,0,0,34,4,4.8824,108/163,3216/4919
S4509 DR. WILBROAD SLAA,11,CIVICS,58,58,0,0,58,46,3.8793,140/224,1792/4919
S4509 DR. WILBROAD SLAA,12,HISTORY,58,58,0,0,58,30,4.3448,126/224,2518/4896
S4509 DR. WILBROAD SLAA,13,GEOGRAPHY,58,58,0,0,58,30,4.2931,148/224,2575/4916
S4509 DR. WILBROAD SLAA,21,KISWAHILI,58,58,0,0,58,50,3.6724,207/224,4328/4919
S4509 DR. WILBROAD SLAA,22,ENGLISH LANGUAGE,58,58,0,0,58,36,4.1897,188/224,3135/4919
S4509 DR. WILBROAD SLAA,31,PHYSICS,12,12,0,0,12,6,4.4167,90/222,1853/4680
S4509 DR. WILBROAD SLAA,32,CHEMISTRY,33,33,0,0,33,18,4.303,201/224,3897/4883
S4509 DR. WILBROAD SLAA,33,BIOLOGY,58,58,0,0,58,32,4.2069,135/224,2410/4916
S4509 DR. WILBROAD SLAA,41,BASIC MATHEMATICS,58,58,0,0,58,6,4.8621,162/224,2960/4919
S4508 KALA,11,CIVICS,45,42,0,0,42,20,4.4048,87/91,4068/4919
S4508 KALA,12,HISTORY,45,42,0,0,42,19,4.4762,80/91,3194/4896
S4508 KALA,13,GEOGRAPHY,45,42,0,0,42,9,4.7381,90/91,4622/4916
S4508 KALA,21,KISWAHILI,45,42,0,0,42,39,3.5476,86/91,3939/4919
S4508 KALA,22,ENGLISH LANGUAGE,45,42,0,0,42,15,4.5238,84/91,4469/4919
S4508 KALA,31,PHYSICS,11,11,0,0,11,0,5.0,83/88,4446/4680
S4508 KALA,32,CHEMISTRY,11,11,0,0,11,4,4.5455,81/91,4433/4883
S4508 KALA,33,BIOLOGY,45,42,0,0,42,17,4.5238,77/91,3909/4916
S4508 KALA,41,BASIC MATHEMATICS,45,42,0,0,42,4,4.9048,64/91,3516/4919
S4507 HAYDARER,11,CIVICS,48,47,0,0,47,34,3.9787,91/151,2169/4919
S4507 HAYDARER,12,HISTORY,48,47,0,0,47,19,4.3404,75/150,2487/4896
S4507 HAYDARER,13,GEOGRAPHY,48,47,0,0,47,23,4.3404,114/151,2832/4916
S4507 HAYDARER,21,KISWAHILI,48,47,0,0,47,43,3.3191,80/151,2951/4919
S4507 HAYDARER,22,ENGLISH LANGUAGE,48,47,0,0,47,24,4.383,137/151,4000/4919
S4507 HAYDARER,24,LITERATURE IN ENGLISH,31,30,0,0,30,5,4.7667,48/51,1460/1533
S4507 HAYDARER,31,PHYSICS,16,16,0,0,16,0,5.0,141/145,4378/4680
S4507 HAYDARER,32,CHEMISTRY,38,35,0,0,35,13,4.4857,133/151,4316/4883
S4507 HAYDARER,33,BIOLOGY,48,47,0,0,47,26,4.0851,88/151,1935/4916
S4507 HAYDARER,34,AGRICULTURAL SCIENCE,48,47,0,0,47,14,4.6596,59/63,188/206
S4507 HAYDARER,41,BASIC MATHEMATICS,48,47,0,0,47,3,4.9362,141/151,3946/4919
S4506 MAKURUMLA,11,CIVICS,337,333,0,0,333,108,4.5556,251/299,4518/4919
S4506 MAKURUMLA,12,HISTORY,337,333,0,0,333,92,4.6246,246/298,3985/4896
S4506 MAKURUMLA,13,GEOGRAPHY,337,333,0,0,333,89,4.6276,231/299,4301/4916
S4506 MAKURUMLA,15,ELIMU YA DINI YA KIISLAMU,28,21,0,0,21,9,4.4762,79/138,744/1135
S4506 MAKURUMLA,21,KISWAHILI,337,332,0,0,332,255,3.6627,246/299,4304/4919
S4506 MAKURUMLA,22,ENGLISH LANGUAGE,337,333,0,0,333,168,4.1922,217/299,3151/4919
S4506 MAKURUMLA,31,PHYSICS,39,39,0,0,39,31,4.0,75/293,656/4680
S4506 MAKURUMLA,32,CHEMISTRY,39,39,0,0,39,37,3.5385,115/293,1323/4883
S4506 MAKURUMLA,33,BIOLOGY,337,333,0,0,333,77,4.6486,244/299,4391/4916
S4506 MAKURUMLA,41,BASIC MATHEMATICS,337,332,0,0,332,36,4.8373,200/299,2642/4919
S4506 MAKURUMLA,61,COMMERCE,32,32,0,0,32,7,4.7188,129/175,639/853
S4506 MAKURUMLA,62,BOOK-KEEPING,32,32,0,0,32,12,4.5625,115/172,581/843
S4505 STONE TOWN,11,CIVICS,10,10,0,0,10,9,3.8,32/88,1536/4919
S4505 STONE TOWN,13,GEOGRAPHY,10,10,0,0,10,6,4.2,35/87,2123/4916
S4505 STONE TOWN,15,ELIMU YA DINI YA KIISLAMU,9,9,0,0,9,5,4.3333,58/88,581/1135
S4505 STONE TOWN,21,KISWAHILI,10,10,0,0,10,9,3.2,30/88,2367/4919
S4505 STONE TOWN,22,ENGLISH LANGUAGE,10,10,0,0,10,10,3.4,28/88,923/4919
S4505 STONE TOWN,25,ARABIC LANGUAGE,4,4,0,0,4,4,3.25,14/80,34/308
S4505 STONE TOWN,31,PHYSICS,10,10,0,0,10,3,4.5,36/84,2192/4680
S4505 STONE TOWN,32,CHEMISTRY,10,10,0,0,10,7,3.8,38/86,2227/4883
S4505 STONE TOWN,33,BIOLOGY,10,10,0,0,10,10,3.3,21/87,640/4916
S4505 STONE TOWN,41,BASIC MATHEMATICS,10,10,0,0,10,4,4.0,12/88,414/4919
S4504 EDEN,11,CIVICS,67,67,0,0,67,67,3.2537,45/265,603/4919
S4504 EDEN,12,HISTORY,67,67,0,0,67,63,3.4179,31/264,438/4896
S4504 EDEN,13,GEOGRAPHY,67,67,0,0,67,65,3.4925,39/265,539/4916
S4504 EDEN,21,KISWAHILI,67,67,0,0,67,67,2.5224,30/265,409/4919
S4504 EDEN,22,ENGLISH LANGUAGE,67,67,0,0,67,64,3.1791,52/265,689/4919
S4504 EDEN,31,PHYSICS,49,49,0,0,49,24,4.4082,153/263,1828/4680
S4504 EDEN,32,CHEMISTRY,57,57,0,0,57,57,3.3158,61/264,749/4883
S4504 EDEN,33,BIOLOGY,67,67,0,0,67,66,3.3134,45/265,654/4916
S4504 EDEN,41,BASIC MATHEMATICS,67,67,0,0,67,27,4.4328,55/265,762/4919
S4503 MAPATANO,11,CIVICS,76,75,0,0,75,20,4.6667,253/282,4701/4919
S4503 MAPATANO,12,HISTORY,76,75,0,0,75,12,4.8267,248/281,4677/4896
S4503 MAPATANO,13,GEOGRAPHY,76,75,0,0,75,19,4.7067,223/282,4545/4916
S4503 MAPATANO,15,ELIMU YA DINI YA KIISLAMU,12,11,0,0,11,9,3.7273,22/175,165/1135
S4503 MAPATANO,21,KISWAHILI,76,75,0,0,75,56,3.92,259/282,4723/4919
S4503 MAPATANO,22,ENGLISH LANGUAGE,76,75,0,0,75,27,4.6,247/282,4643/4919
S4503 MAPATANO,24,LITERATURE IN ENGLISH,24,24,0,0,24,5,4.7917,61/66,1472/1533
S4503 MAPATANO,31,PHYSICS,8,8,0,0,8,0,5.0,220/246,4511/4680
S4503 MAPATANO,32,CHEMISTRY,21,21,0,0,21,5,4.7619,251/274,4753/4883
S4503 MAPATANO,33,BIOLOGY,76,75,0,0,75,25,4.6,162/282,4218/4916
S4503 MAPATANO,41,BASIC MATHEMATICS,76,75,0,0,75,1,4.9867,230/282,4590/4919
S4502 AFRICAN TABATA,11,CIVICS,80,80,1,0,79,65,3.9494,130/299,2049/4919
S4502 AFRICAN TABATA,12,HISTORY,80,80,1,0,79,64,3.8861,102/298,1007/4896
S4502 AFRICAN TABATA,13,GEOGRAPHY,80,80,1,0,79,63,3.962,97/299,1246/4916
S4502 AFRICAN TABATA,15,ELIMU YA DINI YA KIISLAMU,29,29,0,0,29,21,4.1379,47/138,373/1135
S4502 AFRICAN TABATA,21,KISWAHILI,80,80,1,0,79,76,3.3418,169/299,3045/4919
S4502 AFRICAN TABATA,22,ENGLISH LANGUAGE,80,80,1,0,79,76,3.2532,101/299,770/4919
S4502 AFRICAN TABATA,24,LITERATURE IN ENGLISH,49,49,0,0,49,25,4.3878,101/128,1122/1533
S4502 AFRICAN TABATA,25,ARABIC LANGUAGE,7,7,0,0,7,2,4.7143,26/31,199/308
S4502 AFRICAN TABATA,31,PHYSICS,32,32,1,0,31,16,4.4194,160/293,1866/4680
S4502 AFRICAN TABATA,32,CHEMISTRY,33,33,1,0,32,22,4.1563,234/293,3472/4883
S4502 AFRICAN TABATA,33,BIOLOGY,60,60,1,0,59,56,3.5254,88/299,867/4916
S4502 AFRICAN TABATA,41,BASIC MATHEMATICS,80,80,1,0,79,17,4.6835,143/299,1452/4919
S4502 AFRICAN TABATA,61,COMMERCE,12,12,0,0,12,5,4.5,99/175,501/853
S4502 AFRICAN TABATA,62,BOOK-KEEPING,12,12,0,0,12,7,4.25,76/172,390/843
S4499 MARETADU JUU,11,CIVICS,82,80,0,0,80,58,3.8625,67/151,1729/4919
S4499 MARETADU JUU,12,HISTORY,82,80,0,0,80,50,4.2375,58/150,2004/4896
S4499 MARETADU JUU,13,GEOGRAPHY,82,80,0,0,80,53,3.975,50/151,1274/4916
S4499 MARETADU JUU,21,KISWAHILI,82,80,0,0,80,66,3.6625,140/151,4302/4919
S4499 MARETADU JUU,22,ENGLISH LANGUAGE,82,80,0,0,80,57,3.9375,50/151,2057/4919
S4499 MARETADU JUU,31,PHYSICS,34,34,0,0,34,13,4.6176,90/145,2683/4680
S4499 MARETADU JUU,32,CHEMISTRY,60,60,0,0,60,29,4.3,117/151,3881/4883
S4499 MARETADU JUU,33,BIOLOGY,82,80,0,0,80,54,3.975,67/151,1567/4916
S4499 MARETADU JUU,34,AGRICULTURAL SCIENCE,80,78,0,0,78,24,4.6154,56/63,182/206
S4499 MARETADU JUU,41,BASIC MATHEMATICS,82,80,0,0,80,8,4.8125,81/151,2374/4919
S4498 HANIHANI,11,CIVICS,162,160,0,0,160,122,3.875,83/176,1770/4919
S4498 HANIHANI,12,HISTORY,162,160,0,0,160,90,4.275,113/176,2163/4896
S4498 HANIHANI,13,GEOGRAPHY,162,160,0,0,160,86,4.225,106/176,2224/4916
S4498 HANIHANI,15,ELIMU YA DINI YA KIISLAMU,87,86,0,0,86,58,4.1279,7/23,364/1135
S4498 HANIHANI,21,KISWAHILI,162,160,0,0,160,156,2.9813,63/176,1414/4919
S4498 HANIHANI,22,ENGLISH LANGUAGE,162,160,0,0,160,106,4.0875,122/176,2655/4919
S4498 HANIHANI,23,FRENCH LANGUAGE,13,13,0,0,13,4,4.6923,15/16,159/173
S4498 HANIHANI,24,LITERATURE IN ENGLISH,61,61,0,0,61,30,4.4098,49/57,1144/1533
S4498 HANIHANI,31,PHYSICS,26,26,0,0,26,17,4.1538,49/167,1055/4680
S4498 HANIHANI,32,CHEMISTRY,38,38,0,0,38,38,3.2632,23/176,658/4883
S4498 HANIHANI,33,BIOLOGY,162,160,0,0,160,104,3.975,66/176,1566/4916
S4498 HANIHANI,41,BASIC MATHEMATICS,162,160,0,0,160,14,4.8688,129/176,3043/4919
S4497 MAKONGO JUU,11,CIVICS,226,224,0,0,224,100,4.3795,214/299,3970/4919
S4497 MAKONGO JUU,12,HISTORY,226,224,0,0,224,53,4.683,258/298,4270/4896
S4497 MAKONGO JUU,13,GEOGRAPHY,226,224,0,0,224,76,4.567,223/299,4057/4916
S4497 MAKONGO JUU,15,ELIMU YA DINI YA KIISLAMU,42,38,0,0,38,16,4.4737,78/138,738/1135
S4497 MAKONGO JUU,21,KISWAHILI,226,224,0,0,224,182,3.6652,247/299,4307/4919
S4497 MAKONGO JUU,22,ENGLISH LANGUAGE,226,224,0,0,224,126,4.1964,219/299,3177/4919
S4497 MAKONGO JUU,24,LITERATURE IN ENGLISH,21,21,0,0,21,14,4.2381,89/128,960/1533
S4497 MAKONGO JUU,31,PHYSICS,22,21,0,0,21,16,4.0476,92/293,841/4680
S4497 MAKONGO JUU,32,CHEMISTRY,22,21,0,0,21,17,3.9048,195/293,2564/4883
S4497 MAKONGO JUU,33,BIOLOGY,226,224,0,0,224,88,4.4509,196/299,3553/4916
S4497 MAKONGO JUU,41,BASIC MATHEMATICS,226,224,0,0,224,16,4.8929,234/299,3334/4919
S4495 MALINDINDO,11,CIVICS,54,54,0,0,54,53,3.3889,29/190,760/4919
S4495 MALINDINDO,12,HISTORY,54,54,0,0,54,42,3.963,57/190,1152/4896
S4495 MALINDINDO,13,GEOGRAPHY,54,54,0,0,54,45,4.037,52/190,1449/4916
S4495 MALINDINDO,21,KISWAHILI,54,54,0,0,54,54,2.7593,46/190,822/4919
S4495 MALINDINDO,22,ENGLISH LANGUAGE,54,54,0,0,54,52,3.4259,27/190,945/4919
S4495 MALINDINDO,24,LITERATURE IN ENGLISH,54,54,0,0,54,52,3.4259,9/82,208/1533
S4495 MALINDINDO,31,PHYSICS,54,54,0,0,54,12,4.7593,113/169,3362/4680
S4495 MALINDINDO,32,CHEMISTRY,54,54,0,0,54,31,4.1852,137/185,3558/4883
S4495 MALINDINDO,33,BIOLOGY,54,54,0,0,54,48,3.7778,48/190,1167/4916
S4495 MALINDINDO,41,BASIC MATHEMATICS,54,54,0,0,54,14,4.6667,27/190,1371/4919
S4494 MTAZAMO,11,CIVICS,40,37,0,0,37,37,3.5135,34/190,939/4919
S4494 MTAZAMO,12,HISTORY,40,37,0,0,37,35,3.5405,25/190,543/4896
S4494 MTAZAMO,13,GEOGRAPHY,40,37,0,0,37,37,3.7027,27/190,811/4916
S4494 MTAZAMO,21,KISWAHILI,40,37,0,0,37,37,3.027,84/190,1585/4919
S4494 MTAZAMO,22,ENGLISH LANGUAGE,40,37,0,0,37,37,3.4865,30/190,1003/4919
S4494 MTAZAMO,24,LITERATURE IN ENGLISH,40,37,0,0,37,33,3.7568,22/82,453/1533
S4494 MTAZAMO,31,PHYSICS,40,37,0,0,37,7,4.7568,111/169,3353/4680
S4494 MTAZAMO,32,CHEMISTRY,40,37,0,0,37,27,4.0,106/185,2820/4883
S4494 MTAZAMO,33,BIOLOGY,40,37,0,0,37,36,3.3514,25/190,688/4916
S4494 MTAZAMO,41,BASIC MATHEMATICS,40,37,0,0,37,13,4.6216,22/190,1177/4919
S4493 RELINI,11,CIVICS,202,199,0,0,199,117,4.1759,171/299,3062/4919
S4493 RELINI,12,HISTORY,202,199,0,0,199,127,4.0804,130/298,1476/4896
S4493 RELINI,13,GEOGRAPHY,202,199,0,0,199,126,4.0653,105/299,1549/4916
S4493 RELINI,15,ELIMU YA DINI YA KIISLAMU,118,115,0,0,115,78,4.0174,36/138,290/1135
S4493 RELINI,21,KISWAHILI,202,199,0,0,199,178,3.1407,125/299,2068/4919
S4493 RELINI,22,ENGLISH LANGUAGE,202,199,0,0,199,123,4.1307,206/299,2852/4919
S4493 RELINI,24,LITERATURE IN ENGLISH,42,42,0,0,42,31,4.0,67/128,677/1533
S4493 RELINI,31,PHYSICS,30,30,0,0,30,16,4.4333,163/293,1930/4680
S4493 RELINI,32,CHEMISTRY,30,30,0,0,30,26,3.6,129/293,1505/4883
S4493 RELINI,33,BIOLOGY,202,199,0,0,199,97,4.3568,171/299,3110/4916
S4493 RELINI,41,BASIC MATHEMATICS,202,199,0,0,199,38,4.7538,167/299,1886/4919
S4493 RELINI,61,COMMERCE,11,11,0,0,11,7,4.0909,62/175,317/853
S4493 RELINI,62,BOOK-KEEPING,11,11,0,0,11,9,3.8182,37/172,206/843
S4492 NICODEMUS,11,CIVICS,23,22,0,0,22,18,3.9091,73/171,1905/4919
S4492 NICODEMUS,12,HISTORY,23,22,0,0,22,16,4.0909,56/171,1510/4896
S4492 NICODEMUS,13,GEOGRAPHY,23,22,0,0,22,14,4.1364,65/171,1804/4916
S4492 NICODEMUS,21,KISWAHILI,23,22,0,0,22,22,3.0455,56/171,1662/4919
S4492 NICODEMUS,22,ENGLISH LANGUAGE,23,22,0,0,22,19,3.6818,48/171,1330/4919
S4492 NICODEMUS,31,PHYSICS,23,22,0,0,22,9,4.4091,68/170,1829/4680
S4492 NICODEMUS,32,CHEMISTRY,23,22,0,0,22,16,3.8636,79/171,2436/4883
S4492 NICODEMUS,33,BIOLOGY,23,22,0,0,22,18,3.5909,42/171,928/4916
S4492 NICODEMUS,41,BASIC MATHEMATICS,23,22,0,0,22,8,4.4545,39/171,788/4919
S4491 KITEFU,11,CIVICS,62,58,0,0,58,44,3.9655,164/224,2113/4919
S4491 KITEFU,12,HISTORY,62,58,0,0,58,43,4.0172,79/224,1299/4896
S4491 KITEFU,13,GEOGRAPHY,62,58,0,0,58,33,4.2414,135/224,2310/4916
S4491 KITEFU,21,KISWAHILI,62,58,0,0,58,58,3.0345,84/224,1616/4919
S4491 KITEFU,22,ENGLISH LANGUAGE,62,58,0,0,58,41,3.9483,140/224,2105/4919
S4491 KITEFU,24,LITERATURE IN ENGLISH,23,23,0,0,23,18,3.8696,27/48,561/1533
S4491 KITEFU,31,PHYSICS,8,8,0,0,8,3,4.625,133/222,2711/4680
S4491 KITEFU,32,CHEMISTRY,12,12,0,0,12,12,3.4167,64/224,978/4883
S4491 KITEFU,33,BIOLOGY,62,58,0,0,58,30,4.2241,143/224,2491/4916
S4491 KITEFU,41,BASIC MATHEMATICS,62,58,0,0,58,4,4.9138,192/224,3659/4919
S4490 MBEZA,11,CIVICS,24,24,0,0,24,10,4.4583,161/198,4238/4919
S4490 MBEZA,12,HISTORY,24,24,0,0,24,10,4.5417,117/197,3542/4896
S4490 MBEZA,13,GEOGRAPHY,24,24,0,0,24,12,4.4167,122/198,3255/4916
S4490 MBEZA,21,KISWAHILI,24,24,0,0,24,23,3.3333,79/198,3024/4919
S4490 MBEZA,22,ENGLISH LANGUAGE,24,24,0,0,24,12,4.2917,129/198,3614/4919
S4490 MBEZA,31,PHYSICS,18,16,0,0,16,1,4.9375,179/195,4208/4680
S4490 MBEZA,32,CHEMISTRY,24,24,0,0,24,12,4.4167,174/198,4184/4883
S4490 MBEZA,33,BIOLOGY,24,24,0,0,24,19,3.9167,42/198,1437/4916
S4490 MBEZA,41,BASIC MATHEMATICS,24,24,0,0,24,6,4.7083,43/198,1586/4919
S4490 MBEZA,61,COMMERCE,2,2,0,0,2,0,5.0,15/15,837/853
S4490 MBEZA,62,BOOK-KEEPING,2,2,0,0,2,0,5.0,15/15,828/843
S4489 NYABISINDU,11,CIVICS,34,33,0,0,33,13,4.5152,234/245,4420/4919
S4489 NYABISINDU,12,HISTORY,34,33,0,0,33,9,4.6667,219/245,4196/4896
S4489 NYABISINDU,13,GEOGRAPHY,34,33,0,0,33,13,4.5152,200/245,3802/4916
S4489 NYABISINDU,21,KISWAHILI,34,33,0,0,33,25,3.7879,236/245,4557/4919
S4489 NYABISINDU,22,ENGLISH LANGUAGE,34,33,0,0,33,19,4.1818,175/245,3086/4919
S4489 NYABISINDU,23,FRENCH LANGUAGE,3,3,0,0,3,1,4.6667,29/30,155/173
S4489 NYABISINDU,24,LITERATURE IN ENGLISH,7,7,0,0,7,3,4.5714,75/81,1307/1533
S4489 NYABISINDU,31,PHYSICS,2,2,0,0,2,1,4.0,60/243,778/4680
S4489 NYABISINDU,32,CHEMISTRY,7,7,0,0,7,4,4.2857,214/245,3854/4883
S4489 NYABISINDU,33,BIOLOGY,34,33,0,0,33,8,4.697,238/245,4545/4916
S4489 NYABISINDU,41,BASIC MATHEMATICS,34,33,0,0,33,2,4.9091,185/245,3589/4919
S4489 NYABISINDU,61,COMMERCE,7,7,0,0,7,3,4.5714,17/20,548/853
S4489 NYABISINDU,62,BOOK-KEEPING,7,7,0,0,7,5,4.1429,10/17,345/843
S4488 LUTEBA,11,CIVICS,75,71,0,0,71,51,4.0282,115/210,2365/4919
S4488 LUTEBA,12,HISTORY,75,71,0,0,71,27,4.5493,161/209,3583/4896
S4488 LUTEBA,13,GEOGRAPHY,75,71,0,0,71,42,4.2676,119/210,2447/4916
S4488 LUTEBA,21,KISWAHILI,75,71,0,0,71,71,2.8873,65/210,1119/4919
S4488 LUTEBA,22,ENGLISH LANGUAGE,75,71,0,0,71,49,4.1127,132/210,2758/4919
S4488 LUTEBA,24,LITERATURE IN ENGLISH,75,70,0,0,70,22,4.6286,125/143,1356/1533
S4488 LUTEBA,31,PHYSICS,12,12,0,0,12,6,4.3333,56/207,1546/4680
S4488 LUTEBA,32,CHEMISTRY,20,20,0,0,20,15,3.95,117/208,2708/4883
S4488 LUTEBA,33,BIOLOGY,75,71,0,0,71,36,4.338,142/210,3011/4916
S4488 LUTEBA,41,BASIC MATHEMATICS,75,71,0,0,71,12,4.8028,108/210,2283/4919
S4487 IKOWA,11,CIVICS,17,17,0,0,17,11,4.2353,151/215,3342/4919
S4487 IKOWA,12,HISTORY,17,17,0,0,17,5,4.6471,178/215,4112/4896
S4487 IKOWA,13,GEOGRAPHY,17,17,0,0,17,12,4.0588,54/215,1530/4916
S4487 IKOWA,21,KISWAHILI,17,17,0,0,17,17,3.1765,105/215,2246/4919
S4487 IKOWA,22,ENGLISH LANGUAGE,17,17,0,0,17,12,4.0588,89/215,2548/4919
S4487 IKOWA,31,PHYSICS,3,3,0,0,3,2,4.0,22/199,767/4680
S4487 IKOWA,32,CHEMISTRY,4,4,0,0,4,3,3.75,69/215,2045/4883
S4487 IKOWA,33,BIOLOGY,17,17,0,0,17,13,3.9412,44/215,1487/4916
S4487 IKOWA,41,BASIC MATHEMATICS,17,17,0,0,17,2,4.8235,90/215,2490/4919
S4486 MALIMBE,11,CIVICS,19,18,0,0,18,14,3.9444,134/265,2039/4919
S4486 MALIMBE,12,HISTORY,19,18,0,0,18,5,4.6111,231/264,3924/4896
S4486 MALIMBE,13,GEOGRAPHY,19,18,0,0,18,12,4.1667,120/265,1939/4916
S4486 MALIMBE,21,KISWAHILI,19,18,0,0,18,18,3.0556,71/265,1700/4919
S4486 MALIMBE,22,ENGLISH LANGUAGE,19,18,0,0,18,15,3.7222,87/265,1413/4919
