exam_center,CENTRE CATEGORY,CENTRE POSITION IN ITS CATEGORY(NATIONWISE),CENTRE POSITION IN ITS CATEGORY(REGIONWISE),EXAMINATION CENTRE GPA,EXAMINATION CENTRE REGION,TOTAL PASSED CANDIDATES,REGIST,ABSENT,SAT,WITHHELD,NO-CA,CLEAN,DIV I,DIV II,DIV III,DIV IV,DIV 0
S1911 KIRUMBA,CENTRE WITH 40 CANDIDATES OR MORE,1200/3908,85/246,3.8061,MWANZA,92,100,3,97,0,0,97,1,10,20,61,5
S1912 SANGABUYE,CENTRE WITH 40 CANDIDATES OR MORE,1666/3908,119/246,3.9308,MWANZA,103,122,1,121,0,0,121,2,11,22,68,18
S1913 ITIPINGI,CENTRE WITH 40 CANDIDATES OR MORE,2645/3908,83/95,4.1309,NJOMBE,72,89,0,89,0,0,89,0,6,12,54,17
S1915 MADANYA NEW VISION,CENTRE WITH LESS THAN 40 CANDIDATES,846/1011,52/63,4.2500,DODOMA,2,5,0,5,3,0,2,0,0,0,2,0
S1918 AL-FALAAH MUSLIM,CENTRE WITH 40 CANDIDATES OR MORE,679/3908,22/66,3.4760,MJINI MAGHARIBI,85,87,0,87,0,0,87,2,16,35,32,2
S1919 MAGHOJOA,CENTRE WITH 40 CANDIDATES OR MORE,1346/3908,32/116,3.8468,SINGIDA,93,103,3,100,0,0,100,2,5,24,62,7
S1920 SUUMU,CENTRE WITH 40 CANDIDATES OR MORE,2203/3908,173/276,4.0469,KILIMANJARO,47,61,2,59,0,0,59,1,3,11,32,12
S1921 LUQMAN ISLAMIC SEMINARY,CENTRE WITH 40 CANDIDATES OR MORE,807/3908,77/237,3.6109,DAR ES SALAAM,36,40,2,38,0,0,38,1,8,7,20,2
S1922 BUJINGA,CENTRE WITH 40 CANDIDATES OR MORE,1794/3908,102/187,3.9584,MBEYA,161,199,3,196,0,0,196,1,21,36,103,35
S1923 ZANZIBAR PROGRESSIVE,CENTRE WITH LESS THAN 40 CANDIDATES,203/1011,4/22,3.3509,MJINI MAGHARIBI,38,38,0,38,0,0,38,3,8,13,14,0
S1924 MWASELE,CENTRE WITH 40 CANDIDATES OR MORE,2197/3908,73/121,4.0459,SHINYANGA,108,154,2,152,0,0,152,4,14,21,69,44
S1925 NGOKOLO,CENTRE WITH 40 CANDIDATES OR MORE,2756/3908,89/121,4.1530,SHINYANGA,170,223,1,222,0,0,222,4,11,25,130,52
S1926 ISAKA,CENTRE WITH 40 CANDIDATES OR MORE,2843/3908,94/121,4.1721,SHINYANGA,102,160,2,158,0,0,158,2,15,19,66,56
S1927 NTOBO,CENTRE WITH 40 CANDIDATES OR MORE,1747/3908,59/121,3.9489,SHINYANGA,49,51,0,51,0,0,51,0,4,6,39,2
S1928 MPUNZE,CENTRE WITH 40 CANDIDATES OR MORE,3161/3908,109/121,4.2475,SHINYANGA,71,99,3,96,0,0,96,0,1,11,59,25
S1929 BUKAMBA,CENTRE WITH 40 CANDIDATES OR MORE,3129/3908,107/121,4.2402,SHINYANGA,38,55,2,53,0,0,53,0,0,8,30,15
S1930 J. M. KIKWETE,CENTRE WITH 40 CANDIDATES OR MORE,932/3908,20/86,3.6951,SONGWE,251,272,10,262,1,0,261,5,34,54,158,10
S1931 MYOVIZI,CENTRE WITH 40 CANDIDATES OR MORE,1466/3908,30/86,3.8826,SONGWE,123,141,3,138,0,0,138,0,15,28,80,15
S1932 SANTILYA,CENTRE WITH 40 CANDIDATES OR MORE,2984/3908,161/187,4.2083,MBEYA,51,67,2,65,0,0,65,0,3,5,43,14
S1933 NYASATO,CENTRE WITH 40 CANDIDATES OR MORE,1710/3908,48/102,3.9395,GEITA,53,70,2,68,0,0,68,1,6,13,33,15
S1934 LULEMBELA,CENTRE WITH 40 CANDIDATES OR MORE,832/3908,18/102,3.6268,GEITA,94,105,2,103,0,0,103,2,20,20,52,9
S1935 IPONYA,CENTRE WITH 40 CANDIDATES OR MORE,946/3908,20/102,3.7028,GEITA,70,80,3,77,0,0,77,0,13,23,34,7
S1936 BUKOMBE,CENTRE WITH 40 CANDIDATES OR MORE,1318/3908,39/102,3.8416,GEITA,53,60,1,59,0,0,59,0,9,10,34,6
S1937 MANGAMBA,CENTRE WITH 40 CANDIDATES OR MORE,3326/3908,93/118,4.2866,MTWARA,53,72,1,71,0,0,71,0,3,3,47,18
S1938 ISANGAWANA,CENTRE WITH 40 CANDIDATES OR MORE,3079/3908,164/187,4.2288,MBEYA,54,80,3,77,0,0,77,1,4,8,41,23
S1939 MAWENI,CENTRE WITH 40 CANDIDATES OR MORE,1944/3908,39/86,3.9921,SONGWE,121,135,4,131,0,0,131,1,6,17,97,10
S1940 KAPALALA,CENTRE WITH 40 CANDIDATES OR MORE,3316/3908,73/86,4.2846,SONGWE,33,53,1,52,0,0,52,1,2,4,26,19
S1941 KAKOBE,CENTRE WITH 40 CANDIDATES OR MORE,2759/3908,194/246,4.1538,MWANZA,87,123,5,118,0,0,118,1,4,16,66,31
S1943 MAGOZA,CENTRE WITH 40 CANDIDATES OR MORE,3356/3908,181/237,4.2958,DAR ES SALAAM,138,207,1,206,0,0,206,3,5,17,113,68
S1945 BUYUNI,CENTRE WITH 40 CANDIDATES OR MORE,3720/3908,216/237,4.4431,DAR ES SALAAM,155,260,1,259,0,0,259,1,4,14,136,104
S1946 MWANAGATI,CENTRE WITH 40 CANDIDATES OR MORE,3328/3908,178/237,4.2872,DAR ES SALAAM,142,224,4,220,0,0,220,0,9,19,114,78
S1947 PUGU STATION,CENTRE WITH 40 CANDIDATES OR MORE,3682/3908,210/237,4.4217,DAR ES SALAAM,230,410,6,404,0,0,404,0,8,28,194,174
S1948 MONGOLA,CENTRE WITH 40 CANDIDATES OR MORE,2794/3908,107/176,4.1608,MOROGORO,84,126,1,125,0,0,125,0,9,16,59,41
S1949 MASKATI,CENTRE WITH LESS THAN 40 CANDIDATES,876/1011,47/59,4.2874,MOROGORO,20,27,1,26,0,0,26,0,0,2,18,6
S1950 LANGALI,CENTRE WITH 40 CANDIDATES OR MORE,3039/3908,125/176,4.2205,MOROGORO,39,58,2,56,0,0,56,0,4,6,29,17
S1951 CHIKOLE,CENTRE WITH 40 CANDIDATES OR MORE,1619/3908,51/152,3.9214,DODOMA,39,58,9,49,0,0,49,3,3,8,25,10
S1952 MOIPO DAY,CENTRE WITH 40 CANDIDATES OR MORE,2406/3908,190/276,4.0835,KILIMANJARO,53,69,1,68,0,0,68,0,6,10,37,15
S1953 SUKUMA,CENTRE WITH 40 CANDIDATES OR MORE,809/3908,28/100,3.6119,SIMIYU,50,53,0,53,0,0,53,0,13,9,28,3
S1954 MASELA,CENTRE WITH LESS THAN 40 CANDIDATES,471/1011,33/50,3.8395,SIMIYU,24,27,0,27,0,0,27,1,2,8,13,3
S1955 BUDEKWA,CENTRE WITH LESS THAN 40 CANDIDATES,348/1011,19/50,3.6564,SIMIYU,30,33,0,33,0,0,33,1,4,9,16,3
S1956 MAJEBELE,CENTRE WITH LESS THAN 40 CANDIDATES,312/1011,15/50,3.5969,SIMIYU,33,33,0,33,0,0,33,0,5,9,19,0
S1957 KINAMWIGULU,CENTRE WITH 40 CANDIDATES OR MORE,2850/3908,96/100,4.1738,SIMIYU,39,51,0,51,0,0,51,1,1,5,32,12
S1958 SHISHIYU,CENTRE WITH 40 CANDIDATES OR MORE,687/3908,20/100,3.4896,SIMIYU,87,93,6,87,0,0,87,2,22,17,46,0
S1959 KULIMI,CENTRE WITH 40 CANDIDATES OR MORE,1472/3908,56/100,3.8846,SIMIYU,40,44,1,43,0,0,43,0,4,7,29,3
S1960 ZEBEYA,CENTRE WITH 40 CANDIDATES OR MORE,1364/3908,53/100,3.8517,SIMIYU,56,63,4,59,0,0,59,0,4,13,39,3
S1961 IJUMBI,CENTRE WITH 40 CANDIDATES OR MORE,3023/3908,182/215,4.2175,KAGERA,101,153,2,151,0,0,151,4,5,14,78,50
S1962 IBUGA,CENTRE WITH 40 CANDIDATES OR MORE,2951/3908,177/215,4.1988,KAGERA,110,139,1,138,0,0,138,0,5,12,93,28
S1963 KISHANDA,CENTRE WITH 40 CANDIDATES OR MORE,1572/3908,99/215,3.9116,KAGERA,221,234,7,227,0,0,227,1,16,37,167,6
S1964 TOANGOMA,CENTRE WITH 40 CANDIDATES OR MORE,3450/3908,189/237,4.3311,DAR ES SALAAM,239,369,2,367,0,0,367,0,15,29,195,128
S1965 SOMANGILA DAY,CENTRE WITH 40 CANDIDATES OR MORE,3765/3908,222/237,4.4761,DAR ES SALAAM,49,87,6,81,0,0,81,0,0,7,42,32
S1966 MIBURANI DAY,CENTRE WITH 40 CANDIDATES OR MORE,3081/3908,169/237,4.2296,DAR ES SALAAM,195,329,3,326,0,0,326,2,21,41,131,131
S1967 CHANGALIKWA,CENTRE WITH 40 CANDIDATES OR MORE,3286/3908,93/129,4.2761,PWANI,79,115,1,114,0,0,114,0,3,13,63,35
S1968 MSATA,CENTRE WITH 40 CANDIDATES OR MORE,3390/3908,99/129,4.3095,PWANI,98,156,0,156,0,0,156,1,6,16,75,58
S1969 DUNDA,CENTRE WITH 40 CANDIDATES OR MORE,1792/3908,45/129,3.9579,PWANI,78,108,11,97,0,0,97,0,13,12,53,19
S1970 MWEGA,CENTRE WITH LESS THAN 40 CANDIDATES,628/1011,34/59,4.0048,MOROGORO,29,37,0,37,0,0,37,0,3,8,18,8
S1971 LUMUMA,CENTRE WITH LESS THAN 40 CANDIDATES,430/1011,24/59,3.7919,MOROGORO,29,33,0,33,0,0,33,1,5,5,18,4
S1972 SEKWAO,CENTRE WITH 40 CANDIDATES OR MORE,3125/3908,129/176,4.2398,MOROGORO,117,173,6,167,0,0,167,1,6,18,92,50
S1974 PARAKUYO,CENTRE WITH 40 CANDIDATES OR MORE,3522/3908,153/176,4.3570,MOROGORO,26,48,0,48,0,0,48,0,3,4,19,22
S1975 GONGWE,CENTRE WITH 40 CANDIDATES OR MORE,2974/3908,117/176,4.2054,MOROGORO,53,77,0,77,0,0,77,0,4,8,41,24
S1976 NAMATUHI,CENTRE WITH LESS THAN 40 CANDIDATES,911/1011,52/53,4.3433,RUVUMA,8,13,0,13,0,0,13,0,0,1,7,5
S1977 NDONGOSI,CENTRE WITH LESS THAN 40 CANDIDATES,714/1011,37/53,4.0918,RUVUMA,6,8,1,7,0,0,7,0,0,1,5,1
S1978 MHALULE,CENTRE WITH LESS THAN 40 CANDIDATES,816/1011,43/53,4.2008,RUVUMA,24,30,1,29,0,0,29,0,0,5,19,5
S1979 SILI,CENTRE WITH LESS THAN 40 CANDIDATES,690/1011,33/53,4.0654,RUVUMA,30,32,0,32,0,0,32,0,1,3,26,2
S1980 CHABURUMA,CENTRE WITH 40 CANDIDATES OR MORE,2199/3908,87/137,4.0463,RUVUMA,56,62,2,60,0,0,60,1,1,6,48,4
S1981 HIRBADAW,CENTRE WITH 40 CANDIDATES OR MORE,1709/3908,65/115,3.9391,MANYARA,41,48,2,46,0,0,46,2,2,9,28,5
S1982 GETANUWAS,CENTRE WITH 40 CANDIDATES OR MORE,1975/3908,74/115,3.9993,MANYARA,40,47,3,44,0,0,44,0,5,5,30,4
S1983 KIRU,CENTRE WITH 40 CANDIDATES OR MORE,2404/3908,89/115,4.0828,MANYARA,53,70,1,69,0,0,69,0,6,11,36,16
S1984 AYATSEA,CENTRE WITH 40 CANDIDATES OR MORE,1589/3908,56/115,3.9166,MANYARA,52,59,0,59,0,0,59,0,4,15,33,7
S1985 AYALAGAYA,CENTRE WITH 40 CANDIDATES OR MORE,2103/3908,78/115,4.0263,MANYARA,106,140,2,138,0,0,138,0,11,29,66,32
S1986 IGOKELO,CENTRE WITH 40 CANDIDATES OR MORE,1624/3908,115/246,3.9225,MWANZA,105,121,2,119,0,0,119,0,12,25,68,14
S1987 WINO,CENTRE WITH 40 CANDIDATES OR MORE,1289/3908,50/137,3.8317,RUVUMA,97,103,0,103,0,0,103,1,12,24,60,6
S1988 MAGAGULA,CENTRE WITH 40 CANDIDATES OR MORE,1505/3908,59/137,3.8933,RUVUMA,39,43,1,42,0,0,42,0,4,9,26,3
S1989 LUPUNGA,CENTRE WITH LESS THAN 40 CANDIDATES,621/1011,26/53,4.0009,RUVUMA,24,26,0,26,0,0,26,0,2,3,19,2
S1990 USONGELANI,CENTRE WITH 40 CANDIDATES OR MORE,3513/3908,110/111,4.3551,TABORA,28,51,1,50,0,0,50,0,3,4,21,22
S1991 ISAKAMALIWA,CENTRE WITH LESS THAN 40 CANDIDATES,379/1011,29/65,3.7083,TABORA,7,8,0,8,0,0,8,1,1,0,5,1
S1992 DINDUMA,CENTRE WITH LESS THAN 40 CANDIDATES,792/1011,17/28,4.1754,MTWARA,31,38,0,38,0,0,38,0,2,4,25,7
S1993 MCHICHIRA,CENTRE WITH 40 CANDIDATES OR MORE,2393/3908,54/118,4.0811,MTWARA,41,49,1,48,0,0,48,0,3,7,31,7
S1994 IWINDI,CENTRE WITH 40 CANDIDATES OR MORE,2597/3908,145/187,4.1209,MBEYA,96,132,2,130,0,0,130,1,12,15,68,34
S1995 MSHEWE,CENTRE WITH 40 CANDIDATES OR MORE,951/3908,57/187,3.7050,MBEYA,45,50,0,50,0,0,50,1,10,11,23,5
S1996 NGASAMO,CENTRE WITH 40 CANDIDATES OR MORE,1551/3908,63/100,3.9057,SIMIYU,97,112,5,107,0,0,107,2,4,25,66,10
S1997 OLELE,CENTRE WITH 40 CANDIDATES OR MORE,1325/3908,106/276,3.8432,KILIMANJARO,50,60,2,58,0,0,58,2,8,7,33,8
S1998 BRAINY HEROES BOYS',CENTRE WITH LESS THAN 40 CANDIDATES,30/1011,5/46,2.3042,ARUSHA,21,21,0,21,0,0,21,7,11,3,0,0
S1999 TUMO,CENTRE WITH 40 CANDIDATES OR MORE,2487/3908,195/276,4.0999,KILIMANJARO,53,66,1,65,0,0,65,0,2,11,40,12
S2000 NAMKUKWE,CENTRE WITH LESS THAN 40 CANDIDATES,335/1011,4/22,3.6286,SONGWE,26,31,4,27,0,0,27,0,6,5,15,1
S2001 MWEMAGE,CENTRE WITH 40 CANDIDATES OR MORE,2335/3908,138/215,4.0698,KAGERA,45,57,2,55,0,0,55,0,6,4,35,10
S2002 NYAMTELELA,CENTRE WITH 40 CANDIDATES OR MORE,3616/3908,241/246,4.3929,MWANZA,34,54,2,52,0,0,52,0,0,4,30,18
S2003 NYAKAMWAGA,CENTRE WITH 40 CANDIDATES OR MORE,2615/3908,72/102,4.1242,GEITA,56,80,0,80,0,0,80,1,6,10,39,24
S2004 ILUNGU,CENTRE WITH LESS THAN 40 CANDIDATES,756/1011,19/23,4.1418,MBEYA,27,29,0,29,0,0,29,0,1,3,23,2
S2005 IKHOHO,CENTRE WITH 40 CANDIDATES OR MORE,2832/3908,154/187,4.1697,MBEYA,46,54,1,53,0,0,53,0,2,5,39,7
S2006 MSAKWALO,CENTRE WITH 40 CANDIDATES OR MORE,2032/3908,67/152,4.0129,DODOMA,35,42,0,42,0,0,42,2,0,8,25,7
S2007 KIKUBIJI,CENTRE WITH 40 CANDIDATES OR MORE,1675/3908,120/246,3.9330,MWANZA,76,106,7,99,0,0,99,0,11,25,40,23
S2008 JAKAYA KIKWETE,CENTRE WITH LESS THAN 40 CANDIDATES,152/1011,5/36,3.1750,MANYARA,27,28,0,28,0,0,28,3,10,6,8,1
S2009 MASHEWA,CENTRE WITH 40 CANDIDATES OR MORE,3718/3908,185/215,4.4423,TANGA,38,64,1,63,0,0,63,0,2,2,34,25
S2010 KIFAI MODERN,CENTRE WITH 40 CANDIDATES OR MORE,1979/3908,125/237,4.0008,DAR ES SALAAM,56,69,0,69,0,0,69,2,5,9,40,13
S2012 ALI MCHUMO,CENTRE WITH 40 CANDIDATES OR MORE,2621/3908,39/61,4.1257,LINDI,41,51,2,49,0,0,49,0,4,1,36,8
S2013 MITEJA,CENTRE WITH LESS THAN 40 CANDIDATES,638/1011,23/61,4.0143,LINDI,25,32,0,32,0,0,32,0,3,5,17,7
S2014 NH'UNDURU,CENTRE WITH 40 CANDIDATES OR MORE,2379/3908,167/246,4.0784,MWANZA,42,52,0,52,0,0,52,1,3,5,33,10
S2015 SANJO,CENTRE WITH 40 CANDIDATES OR MORE,1130/3908,79/246,3.7865,MWANZA,171,195,4,191,0,0,191,5,25,32,109,20
S2016 KEMONDO,CENTRE WITH 40 CANDIDATES OR MORE,2952/3908,178/215,4.1996,KAGERA,70,101,0,101,0,0,101,1,9,7,53,31
S2017 KILULU,CENTRE WITH 40 CANDIDATES OR MORE,3631/3908,173/215,4.3993,TANGA,69,120,4,116,0,0,116,0,3,10,56,47
S2018 BUSTANI DAY,CENTRE WITH 40 CANDIDATES OR MORE,2372/3908,186/276,4.0761,KILIMANJARO,72,92,1,91,0,0,91,0,10,10,52,19
S2019 TANYA DAY,CENTRE WITH LESS THAN 40 CANDIDATES,557/1011,29/41,3.9457,KILIMANJARO,27,33,3,30,0,0,30,0,4,3,20,3
S2020 NGARENI DAY,CENTRE WITH 40 CANDIDATES OR MORE,1951/3908,162/276,3.9933,KILIMANJARO,62,80,0,80,0,0,80,1,9,9,43,18
S2021 HOLILI DAY,CENTRE WITH 40 CANDIDATES OR MORE,1814/3908,151/276,3.9627,KILIMANJARO,53,71,2,69,0,0,69,0,11,9,33,16
S2022 MRAMBA DAY,CENTRE WITH 40 CANDIDATES OR MORE,2804/3908,215/276,4.1637,KILIMANJARO,36,49,1,48,0,0,48,0,2,6,28,12
S2023 MAHAHA,CENTRE WITH 40 CANDIDATES OR MORE,609/3908,14/100,3.3932,SIMIYU,53,54,1,53,0,0,53,2,12,16,23,0
S2025 BETHSAIDA,CENTRE WITH LESS THAN 40 CANDIDATES,142/1011,18/62,3.1380,DAR ES SALAAM,31,31,0,31,0,0,31,3,9,11,8,0
S2026 DAHANI,CENTRE WITH 40 CANDIDATES OR MORE,3327/3908,254/276,4.2869,KILIMANJARO,47,65,0,65,0,0,65,0,1,8,38,18
S2027 MALYA,CENTRE WITH 40 CANDIDATES OR MORE,2692/3908,190/246,4.1413,MWANZA,69,101,2,99,0,0,99,2,6,8,53,30
S2028 MARINGENI,CENTRE WITH 40 CANDIDATES OR MORE,567/3908,61/276,3.3313,KILIMANJARO,40,41,0,41,0,0,41,2,14,6,18,1
S2029 SHUNGUBWENI,CENTRE WITH 40 CANDIDATES OR MORE,3324/3908,96/129,4.2864,PWANI,53,73,1,72,0,0,72,0,4,6,43,19
S2030 BUYENZI,CENTRE WITH 40 CANDIDATES OR MORE,1577/3908,54/137,3.9133,KIGOMA,84,95,0,95,0,0,95,0,9,20,55,11
S2031 KISASA,CENTRE WITH 40 CANDIDATES OR MORE,1199/3908,37/152,3.8060,DODOMA,128,157,3,154,0,0,154,4,24,30,70,26
S2032 CHINANGALI,CENTRE WITH 40 CANDIDATES OR MORE,2560/3908,101/152,4.1151,DODOMA,160,215,3,212,0,0,212,3,12,30,115,52
S2033 VIWANDANI,CENTRE WITH 40 CANDIDATES OR MORE,2154/3908,78/152,4.0392,DODOMA,151,188,1,187,0,0,187,1,18,24,108,36
S2034 MIYUJI,CENTRE WITH 40 CANDIDATES OR MORE,1064/3908,35/152,3.7612,DODOMA,108,119,2,117,0,0,117,2,15,24,67,9
S2035 KIKOMBO,CENTRE WITH 40 CANDIDATES OR MORE,2390/3908,91/152,4.0804,DODOMA,27,41,1,40,0,0,40,0,4,6,17,13
S2036 NTUCHI,CENTRE WITH LESS THAN 40 CANDIDATES,812/1011,19/21,4.1997,RUKWA,25,39,3,36,0,0,36,0,1,5,19,11
S2037 MAKATA,CENTRE WITH 40 CANDIDATES OR MORE,2142/3908,29/61,4.0342,LINDI,34,40,1,39,0,0,39,0,3,5,26,5
S2038 KIKULYUNGU,CENTRE WITH LESS THAN 40 CANDIDATES,303/1011,3/61,3.5812,LINDI,15,16,1,15,0,0,15,0,2,6,7,0
S2039 NGONGO,CENTRE WITH 40 CANDIDATES OR MORE,1671/3908,21/61,3.9318,LINDI,81,90,1,89,0,0,89,0,11,9,61,8
S2040 MANDWANGA,CENTRE WITH LESS THAN 40 CANDIDATES,828/1011,43/61,4.2159,LINDI,9,11,0,11,0,0,11,0,0,1,8,2
S2041 CHIUTA,CENTRE WITH LESS THAN 40 CANDIDATES,831/1011,44/61,4.2208,LINDI,20,22,0,22,0,0,22,0,0,2,18,2
S2042 SAKAYO MOSHA,CENTRE WITH 40 CANDIDATES OR MORE,1166/3908,97/276,3.7970,KILIMANJARO,50,57,0,57,0,0,57,0,10,11,29,7
S2043 GIRIKU,CENTRE WITH 40 CANDIDATES OR MORE,1190/3908,45/100,3.8032,SIMIYU,61,67,2,65,0,0,65,1,10,8,42,4
S2044 IDUDA,CENTRE WITH 40 CANDIDATES OR MORE,3605/3908,180/187,4.3890,MBEYA,87,148,6,142,0,0,142,1,1,10,75,55
S2045 MANGI SINA,CENTRE WITH 40 CANDIDATES OR MORE,1770/3908,145/276,3.9529,KILIMANJARO,54,64,4,60,0,0,60,0,6,6,42,6
S2046 KENTON TABATA,CENTRE WITH 40 CANDIDATES OR MORE,1390/3908,99/237,3.8590,DAR ES SALAAM,117,129,2,127,0,0,127,3,10,27,77,10
S2047 BUSISI,CENTRE WITH 40 CANDIDATES OR MORE,1793/3908,132/246,3.9583,MWANZA,57,79,5,74,0,0,74,2,5,17,33,17
S2048 LUGATA,CENTRE WITH 40 CANDIDATES OR MORE,2227/3908,159/246,4.0508,MWANZA,96,136,7,129,0,0,129,4,8,16,68,33
S2049 ILIGAMBA,CENTRE WITH 40 CANDIDATES OR MORE,2240/3908,161/246,4.0535,MWANZA,83,114,4,110,0,0,110,0,7,23,53,27
S2050 NYANDEO,CENTRE WITH 40 CANDIDATES OR MORE,1002/3908,46/176,3.7302,MOROGORO,139,143,1,142,0,0,142,3,16,34,86,3
S2051 KIYONGWILE,CENTRE WITH 40 CANDIDATES OR MORE,2230/3908,83/176,4.0512,MOROGORO,137,183,3,180,0,0,180,2,12,30,93,43
S2052 MCHOMBE,CENTRE WITH LESS THAN 40 CANDIDATES,451/1011,25/59,3.8263,MOROGORO,34,34,0,34,0,0,34,0,4,5,25,0
S2053 CHITA,CENTRE WITH 40 CANDIDATES OR MORE,2630/3908,99/176,4.1281,MOROGORO,75,93,2,91,0,0,91,1,4,11,59,16
S2054 MATUNDU HILL,CENTRE WITH 40 CANDIDATES OR MORE,1083/3908,51/176,3.7689,MOROGORO,53,53,0,53,0,0,53,0,9,6,38,0
S2055 MUTENGA,CENTRE WITH LESS THAN 40 CANDIDATES,692/1011,35/59,4.0664,MOROGORO,23,26,1,25,0,0,25,0,1,2,20,2
S2056 LUHOLOLO,CENTRE WITH 40 CANDIDATES OR MORE,1736/3908,60/95,3.9458,NJOMBE,72,81,1,80,0,0,80,1,7,8,56,8
S2057 MARIA NYERERE,CENTRE WITH 40 CANDIDATES OR MORE,394/3908,10/95,3.0356,NJOMBE,174,176,1,175,0,0,175,19,67,39,49,1
S2058 THOMAS NYIMBO,CENTRE WITH 40 CANDIDATES OR MORE,1487/3908,52/95,3.8874,NJOMBE,76,81,0,81,0,0,81,0,9,15,52,5
S2059 NGULILO,CENTRE WITH LESS THAN 40 CANDIDATES,757/1011,17/22,4.1421,SONGWE,27,36,0,36,0,0,36,0,3,4,20,9
S2060 MAGHARE,CENTRE WITH 40 CANDIDATES OR MORE,2585/3908,200/276,4.1184,KILIMANJARO,68,86,1,85,0,0,85,0,8,7,53,17
S2061 KAJUNJUMELE,CENTRE WITH 40 CANDIDATES OR MORE,2085/3908,118/187,4.0217,MBEYA,65,84,0,84,0,0,84,0,9,14,42,19
S2062 MASUKILA,CENTRE WITH 40 CANDIDATES OR MORE,456/3908,22/187,3.1462,MBEYA,78,78,0,78,0,0,78,2,29,29,18,0
S2063 MWAYA,CENTRE WITH 40 CANDIDATES OR MORE,1266/3908,80/187,3.8266,MBEYA,95,108,2,106,0,0,106,3,14,15,63,11
S2064 NKUYU,CENTRE WITH 40 CANDIDATES OR MORE,3295/3908,175/187,4.2785,MBEYA,150,239,9,230,0,0,230,0,10,25,115,80
S2065 MBEBE,CENTRE WITH 40 CANDIDATES OR MORE,3600/3908,79/86,4.3876,SONGWE,41,65,3,62,0,0,62,0,2,2,37,21
S2066 IPUNGA,CENTRE WITH 40 CANDIDATES OR MORE,3678/3908,82/86,4.4196,SONGWE,28,51,2,49,0,0,49,0,1,4,23,21
S2067 MPEMBA,CENTRE WITH 40 CANDIDATES OR MORE,2925/3908,64/86,4.1931,SONGWE,45,61,0,61,0,0,61,1,1,7,36,16
S2068 ISANDULA,CENTRE WITH 40 CANDIDATES OR MORE,2715/3908,57/86,4.1446,SONGWE,54,71,4,67,0,0,67,0,4,9,41,13
S2069 MATIMIRA,CENTRE WITH LESS THAN 40 CANDIDATES,371/1011,14/53,3.6963,RUVUMA,28,28,0,28,0,0,28,0,5,4,19,0
S2070 GUMBIRO,CENTRE WITH LESS THAN 40 CANDIDATES,724/1011,39/53,4.1034,RUVUMA,27,31,0,31,0,0,31,0,2,3,22,4
S2071 LUCHILI,CENTRE WITH 40 CANDIDATES OR MORE,2117/3908,81/137,4.0307,RUVUMA,38,45,3,42,0,0,42,0,2,5,31,4
S2072 MGOMBASI,CENTRE WITH 40 CANDIDATES OR MORE,1554/3908,63/137,3.9062,RUVUMA,62,64,2,62,0,0,62,1,1,10,50,0
S2073 NANUNGU,CENTRE WITH 40 CANDIDATES OR MORE,901/3908,36/137,3.6716,RUVUMA,89,90,0,90,0,0,90,2,8,20,59,1
S2074 MSINDO,CENTRE WITH 40 CANDIDATES OR MORE,647/3908,23/137,3.4461,RUVUMA,70,71,1,70,0,0,70,3,10,23,34,0
S2075 BURUMA,CENTRE WITH 40 CANDIDATES OR MORE,3863/3908,176/177,4.5882,MARA,31,91,5,86,0,0,86,0,2,4,25,55
S2076 KIRIBA,CENTRE WITH 40 CANDIDATES OR MORE,2592/3908,89/177,4.1204,MARA,72,101,2,99,0,0,99,0,3,20,49,27
S2077 NYANJA,CENTRE WITH 40 CANDIDATES OR MORE,3658/3908,161/177,4.4099,MARA,32,76,6,70,0,0,70,0,3,9,20,38
S2078 MASABA,CENTRE WITH 40 CANDIDATES OR MORE,2979/3908,115/177,4.2076,MARA,71,99,2,97,0,0,97,1,2,12,56,26
S2079 BUTUGURI DAY,CENTRE WITH 40 CANDIDATES OR MORE,3751/3908,174/177,4.4700,MARA,44,102,4,98,0,0,98,1,2,9,32,54
S2080 WEGERO,CENTRE WITH 40 CANDIDATES OR MORE,3900/3908,177/177,4.7444,MARA,11,40,1,39,0,0,39,0,0,0,11,28
S2082 BUMASWA DAY,CENTRE WITH 40 CANDIDATES OR MORE,3579/3908,156/177,4.3779,MARA,32,57,2,55,0,0,55,0,2,3,27,23
S2083 BUKO,CENTRE WITH 40 CANDIDATES OR MORE,3087/3908,121/177,4.2304,MARA,26,40,2,38,0,0,38,0,0,8,18,12
S2084 MKIRIRA,CENTRE WITH LESS THAN 40 CANDIDATES,946/1011,18/21,4.4267,MARA,16,30,1,29,0,0,29,0,1,2,13,13
S2085 KILEO DAY,CENTRE WITH 40 CANDIDATES OR MORE,2625/3908,203/276,4.1271,KILIMANJARO,72,100,1,99,0,0,99,0,8,12,52,27
S2086 KAKORA,CENTRE WITH 40 CANDIDATES OR MORE,2814/3908,80/102,4.1660,GEITA,50,75,2,73,0,0,73,0,7,7,36,23
S2087 ISAKAMAWE,CENTRE WITH 40 CANDIDATES OR MORE,1881/3908,138/246,3.9783,MWANZA,59,76,0,76,0,0,76,0,8,15,36,17
S2088 ILOLANGULU,CENTRE WITH 40 CANDIDATES OR MORE,1411/3908,42/102,3.8666,GEITA,47,55,1,54,0,0,54,0,4,13,30,7
