CNO,SEX,GPA,CLASS,ACCOUNTANCY,ADV/MATHS,AGRICULTURE,ARABIC,BAM,BIOLOGY,CHEMISTRY,COMMERCE,COMP/SCIENCE,DIVINITY,ECONOMICS,ENGLISH,F & HN NUTRITION,FRENCH,G/STUDIES,GEOGR,HISTORY,IS/KNOWLEDGE,KISWAHILI,PHYSICS
S0554/0558,M,1.7,CREDIT,,,,,F,C,E,,,,,X,,,D,B,X,,X,X
S0554/0559,M,2.7,CREDIT,,,,,D,B,C,,,,,X,,,D,B,X,,X,X
S0554/0560,M,2.7,CREDIT,,,,,E,B,C,,,,,X,,,D,B,X,,X,X
S0554/0561,M,3.3,MERIT,,,,,E,+,B,,,,,X,,,E,B,X,,X,X
S0554/0562,M,3.3,MERIT,,,,,D,+,B,,,,,X,,,D,B,X,,X,X
S0554/0563,M,2.3,CREDIT,,,,,D,B,C,,,,,X,,,E,C,X,,X,X
S0554/0564,M,2.7,CREDIT,,,,,D,C,B,,,,,X,,,D,B,X,,X,X
S0554/0565,M,2.0,CREDIT,,,,,F,C,C,,,,,X,,,E,C,X,,X,X
S0554/0566,M,1.0,PASS,,,,,E,D,E,,,,,X,,,E,C,X,,X,X
S0554/0567,M,2.0,CREDIT,,,,,D,C,C,,,,,X,,,D,C,X,,X,X
S0554/0568,M,2.3,CREDIT,,,,,F,B,C,,,,,X,,,D,C,X,,X,X
S0554/0569,M,2.3,CREDIT,,,,,F,C,C,,,,,X,,,D,B,X,,X,X
S0554/0570,M,2.7,CREDIT,,,,,F,B,C,,,,,X,,,C,B,X,,X,X
S0554/0571,M,2.0,CREDIT,,,,,F,C,D,,,,,X,,,E,B,X,,X,X
S0554/0572,M,3.0,MERIT,,,,,D,B,B,,,,,X,,,D,B,X,,X,X
S0554/0573,M,3.0,MERIT,,,,,D,B,B,,,,,X,,,E,B,X,,X,X
S0554/0574,M,1.3,PASS,,,,,F,D,D,,,,,X,,,E,C,X,,X,X
S0554/0575,M,2.0,CREDIT,,,,,E,C,C,,,,,X,,,E,C,X,,X,X
S0554/0576,M,3.0,MERIT,,,,,D,+,C,,,,,X,,,D,B,X,,X,X
S0554/0577,M,2.0,CREDIT,,,,,F,C,D,,,,,X,,,E,B,X,,X,X
S0554/0578,M,2.7,CREDIT,,,,,D,B,B,,,,,X,,,D,C,X,,X,X
S0554/0579,M,2.3,CREDIT,,,,,E,C,C,,,,,X,,,D,B,X,,X,X
S0554/0580,M,2.3,CREDIT,,,,,D,C,C,,,,,X,,,E,B,X,,X,X
S0554/0581,M,3.3,MERIT,,,,,D,+,+,,,,,X,,,D,C,X,,X,X
S0554/0582,M,2.7,CREDIT,,,,,D,C,B,,,,,X,,,D,B,X,,X,X
S0554/0583,M,3.3,MERIT,,,,,D,B,+,,,,,X,,,D,B,X,,X,X
S0554/0584,M,2.7,CREDIT,,,,,D,B,B,,,,,X,,,E,C,X,,X,X
S0554/0585,M,2.3,CREDIT,,,,,F,C,C,,,,,X,,,D,B,X,,X,X
S0554/0586,M,2.0,CREDIT,,,,,D,C,C,,,,,X,,,D,C,X,,X,X
S0554/0587,M,2.0,CREDIT,,,,,F,C,D,,,,,X,,,D,B,X,,X,X
S0554/0588,M,3.3,MERIT,,,,,D,+,B,,,,,X,,,D,B,X,,X,X
S0554/0589,M,2.0,CREDIT,,,,,E,C,C,,,,,X,,,D,C,X,,X,X
S0554/0590,M,2.3,CREDIT,,,,,D,B,C,,,,,X,,,D,C,X,,X,X
S0554/0591,M,3.0,MERIT,,,,,E,B,B,,,,,X,,,D,B,X,,X,X
S0554/0592,M,1.7,CREDIT,,,,,F,C,D,,,,,X,,,D,C,X,,X,X
S0554/0593,M,2.0,CREDIT,,,,,E,C,C,,,,,X,,,D,C,X,,X,X
S0554/0594,M,2.0,CREDIT,,,,,F,C,C,,,,,X,,,E,C,X,,X,X
S0554/0595,M,2.0,CREDIT,,,,,E,C,C,,,,,X,,,E,C,X,,X,X
S0554/0596,M,3.0,MERIT,,,,,D,B,B,,,,,X,,,D,B,X,,X,X
S0554/0597,M,1.3,PASS,,,,,E,C,E,,,,,X,,,D,C,X,,X,X
S0554/0598,M,1.7,CREDIT,,,,,D,D,C,,,,,X,,,D,C,X,,X,X
S0554/0599,M,1.0,PASS,,,,,F,D,E,,,,,X,,,E,C,X,,X,X
S0554/0600,M,2.0,CREDIT,,,,,D,C,D,,,,,X,,,D,B,X,,X,X
S0554/0601,M,2.3,CREDIT,,,,,D,C,C,,,,,X,,,D,B,X,,X,X
S0554/0602,M,3.0,MERIT,,,,,D,B,B,,,,,X,,,D,B,X,,X,X
S0554/0603,M,2.0,CREDIT,,,,,D,D,C,,,,,X,,,E,B,X,,X,X
S0554/0604,M,2.0,CREDIT,,,,,E,C,C,,,,,X,,,E,C,X,,X,X
S0554/0605,M,1.7,CREDIT,,,,,C,C,C,,,,,X,,,D,X,X,,X,D
S0554/0606,M,2.0,CREDIT,,,,,E,C,B,,,,,X,,,E,X,X,,X,D
S0554/0607,M,1.3,PASS,,,,,E,C,C,,,,,X,,,E,X,X,,X,E
S0554/0608,M,1.0,PASS,,,,,F,C,D,,,,,X,,,E,X,X,,X,E
S0554/0609,M,1.3,PASS,,,,,D,C,C,,,,,X,,,E,X,X,,X,E
S0554/0610,M,2.7,CREDIT,,,,,C,B,B,,,,,X,,,D,X,X,,X,C
S0554/0611,M,1.7,CREDIT,,,,,E,B,C,,,,,X,,,D,X,X,,X,E
S0554/0612,M,1.3,PASS,,,,,E,D,C,,,,,X,,,D,X,X,,X,D
S0554/0613,M,1.7,CREDIT,,,,,D,C,C,,,,,X,,,E,X,X,,X,D
S0554/0616,M,0.0,FAIL,,,,,F,E,E,,,,,X,,,E,X,X,,X,F
S0554/0617,M,3.7,DISTINCTION,,,,,C,+,+,,,,,X,,,D,X,X,,X,B
S0554/0618,M,1.0,PASS,,,,,D,D,D,,,,,X,,,F,X,X,,X,D
S0554/0619,M,3.7,DISTINCTION,,,,,B,+,+,,,,,X,,,D,X,X,,X,B
S0554/0620,M,2.7,CREDIT,,,,,D,+,B,,,,,X,,,D,X,X,,X,D
S0554/0621,M,1.0,PASS,,,,,F,C,D,,,,,X,,,E,X,X,,X,F
S0554/0622,M,2.0,CREDIT,,,,,D,B,C,,,,,X,,,D,X,X,,X,D
S0554/0623,M,2.7,CREDIT,,,,,C,B,B,,,,,X,,,D,X,X,,X,C
S0554/0624,M,2.3,CREDIT,,,,,D,B,B,,,,,X,,,E,X,X,,X,D
S0554/0625,M,2.3,CREDIT,,,,,D,B,B,,,,,X,,,D,X,X,,X,D
S0554/0626,M,0.7,PASS,,,,,E,D,D,,,,,X,,,E,X,X,,X,F
S0554/0627,M,2.7,CREDIT,,,,,E,B,+,,,,,X,,,D,X,X,,X,D
S0554/0628,M,1.3,PASS,,,,,D,C,D,,,,,X,,,D,X,X,,X,D
S0554/0629,M,3.0,MERIT,,,,,D,B,+,,,,,X,,,E,X,X,,X,C
S0554/0630,M,0.7,PASS,,,,,E,D,D,,,,,X,,,D,X,X,,X,F
S0554/0631,M,-,ABS,,,,,X,X,X,,,,,X,,,X,X,X,,X,X
S0554/0632,M,1.3,PASS,,,,,F,C,C,,,,,X,,,D,X,X,,X,E
S0554/0633,M,1.7,CREDIT,,,,,D,C,C,,,,,X,,,D,X,X,,X,D
S0554/0634,M,0.7,PASS,,,,,E,D,D,,,,,X,,,E,X,X,,X,F
S0554/0635,M,1.7,CREDIT,,,,,D,D,B,,,,,X,,,D,X,X,,X,D
S0554/0636,M,2.7,CREDIT,,,,,C,B,B,,,,,X,,,F,X,X,,X,C
S0554/0637,M,1.7,CREDIT,,,,,D,C,C,,,,,X,,,D,X,X,,X,D
S0554/0638,M,2.0,CREDIT,,,,,D,C,B,,,,,X,,,D,X,X,,X,D
S0554/0639,M,2.0,CREDIT,,,,,B,C,B,,,,,X,,,D,X,X,,X,D
S0554/0640,M,3.3,MERIT,,,,,D,B,+,,,,,X,,,D,X,X,,X,B
S0554/0641,M,1.0,PASS,,,,,D,D,C,,,,,X,,,D,X,X,,X,E
S0554/0642,M,1.7,CREDIT,,,,,D,C,C,,,,,X,,,D,X,X,,X,D
S0554/0643,M,0.0,FAIL,,,,,F,E,E,,,,,X,,,E,X,X,,X,F
S0554/0644,M,3.0,MERIT,,,,,C,C,+,,,,,X,,,E,X,X,,X,B
S0554/0645,M,1.3,PASS,,,,,E,B,D,,,,,X,,,D,X,X,,X,E
S0554/0646,M,3.0,MERIT,,,,,C,B,+,,,,,X,,,E,X,X,,X,C
S0554/0647,M,2.7,CREDIT,,,,,D,B,B,,,,,X,,,D,X,X,,X,C
S0554/0648,M,1.7,CREDIT,,,,,C,C,C,,,,,X,,,D,X,X,,X,D
S0554/0649,M,1.0,PASS,,,,,D,D,C,,,,,X,,,D,X,X,,X,E
S0554/0650,M,2.0,CREDIT,,,,,E,C,B,,,,,X,,,E,X,X,,X,D
S0554/0651,M,2.3,CREDIT,,,,,C,B,C,,,,,X,,,E,X,X,,X,C
S0554/0652,M,1.0,PASS,,,,,E,C,D,,,,,X,,,D,X,X,,X,E
S0554/0653,M,1.3,PASS,,,,,D,C,C,,,,,X,,,D,X,X,,X,E
S0554/0654,M,1.7,CREDIT,,,,,D,C,C,,,,,X,,,D,X,X,,X,D
S0554/0655,M,2.7,CREDIT,,,,,C,C,+,,,,,X,,,D,X,X,,X,C
S0554/0656,M,1.7,CREDIT,,,,,D,C,C,,,,,X,,,D,X,X,,X,D
S0554/0657,M,2.7,CREDIT,,,,,D,B,B,,,,,X,,,D,X,X,,X,C
S0554/0658,M,1.3,PASS,,,,,D,C,C,,,,,X,,,D,X,X,,X,E
S0554/0659,M,2.0,CREDIT,,,,,F,B,C,,,,,X,,,D,X,X,,X,D
S0554/0660,M,2.3,CREDIT,,,,,C,C,B,,,,,X,,,E,X,X,,X,C
S0554/0661,M,1.7,CREDIT,,,,,D,C,C,,,,,X,,,D,X,X,,X,D
S0554/0662,M,2.3,CREDIT,,,,,D,B,B,,,,,X,,,D,X,X,,X,D
S0554/0663,M,2.7,CREDIT,,,,,C,B,B,,,,,X,,,D,X,X,,X,C
S0554/0664,M,2.7,CREDIT,,,,,D,B,B,,,,,X,,,D,X,X,,X,C
S0554/0665,M,1.7,CREDIT,,,,,D,C,C,,,,,X,,,E,X,X,,X,D
S0560/0501,M,3.7,DISTINCTION,,,,,,,,,,,,,,,C,B,+,,+,
S0560/0502,M,2.7,CREDIT,,,,,,,,,,,,,,,D,C,B,,B,
S0560/0503,M,3.0,MERIT,,,,,,,,,,,,,,,C,B,B,,B,
S0560/0504,M,3.0,MERIT,,,,,,,,,,,,,,,C,B,B,,B,
S0561/0501,M,1.0,PASS,,,,,D,D,E,,,,X,,,,D,C,X,,,
S0561/0502,M,2.0,CREDIT,,,,,D,C,D,,,,X,,,,D,B,X,,,
S0561/0503,M,1.7,CREDIT,,,,,E,D,D,,,,X,,,,D,B,X,,,
S0561/0504,M,2.3,CREDIT,,,,,F,X,X,,,,C,,,,D,C,B,,,
S0561/0505,M,1.3,PASS,,,,,F,C,E,,,,X,,,,D,C,X,,,
S0578/0501,F,2.0,CREDIT,,D,,,X,X,B,,,,X,X,,,D,X,X,X,X,C
S0578/0502,M,1.7,CREDIT,,D,,,X,X,C,,,,X,X,,,E,X,X,X,X,C
S0578/0503,M,0.7,PASS,,D,,,X,X,D,,,,X,X,,,E,X,X,X,X,E
S0578/0504,M,4.0,DISTINCTION,,+,,,X,X,+,,,,X,X,,,E,X,X,X,X,+
S0578/0505,F,2.7,CREDIT,,X,,,C,B,B,,,,X,X,,,D,X,X,B,X,C
S0578/0506,M,3.3,MERIT,,X,,,C,+,B,,,,X,X,,,E,X,X,X,X,B
S0578/0507,M,2.3,CREDIT,,X,,,D,B,B,,,,X,X,,,E,X,X,X,X,D
S0578/0508,M,2.7,CREDIT,,X,,,D,C,+,,,,X,X,,,D,X,X,X,X,C
S0578/0509,M,1.7,CREDIT,,X,,,E,C,C,,,,X,X,,,E,X,X,X,X,D
S0578/0510,M,2.3,CREDIT,,X,,,B,B,B,,,,X,X,,,D,X,X,X,X,D
S0578/0512,M,0.7,PASS,,X,,,D,D,D,,,,X,X,,,D,X,X,X,X,E
S0578/0513,F,1.7,CREDIT,,X,,,C,D,D,,,,X,X,,,E,B,X,X,X,X
S0578/0514,M,3.7,DISTINCTION,,X,,,C,+,+,,,,X,X,,,D,B,X,X,X,X
S0578/0515,M,2.0,CREDIT,,X,,,C,C,D,,,,X,X,,,D,B,X,X,X,X
S0578/0516,M,3.3,MERIT,,X,,,C,+,B,,,,X,X,,,D,B,X,X,X,X
S0578/0517,M,2.0,CREDIT,,X,,,C,D,C,,,,X,X,,,C,B,X,X,X,X
S0578/0518,M,1.7,CREDIT,,X,,,E,C,D,,,,X,X,,,E,C,X,X,X,X
S0578/0519,M,1.7,CREDIT,,X,,,C,D,D,,,,X,X,,,E,B,X,C,X,X
S0578/0520,F,1.7,CREDIT,,D,,,X,X,X,,,,C,X,,,D,C,X,X,X,X
S0578/0521,F,2.7,CREDIT,,C,,,X,X,X,,,,B,X,,,C,B,X,C,X,X
S0578/0522,M,2.0,CREDIT,,D,,,X,X,X,,,,B,X,,,D,C,X,X,X,X
S0578/0523,F,3.0,MERIT,,X,,,C,X,X,,,,B,X,,,D,B,B,B,X,X
S0578/0524,M,3.0,MERIT,,X,,,C,X,X,,,,B,X,,,C,B,B,X,X,X
S0578/0525,F,2.3,CREDIT,,X,,,B,X,X,,,,C,X,,,D,B,C,X,X,X
S0578/0526,M,2.7,CREDIT,,X,,,X,X,X,,,,X,X,,,D,C,B,X,B,X
S0578/0527,M,3.0,MERIT,,X,,,X,X,X,,,,X,X,,,D,B,B,X,B,X
S0578/0528,M,3.0,MERIT,,X,,,X,X,X,,,,X,X,,,D,B,B,X,B,X
S0578/0529,M,3.7,DISTINCTION,,X,,,X,X,X,,,,X,X,,,D,B,+,B,+,X
S0578/0531,F,3.3,MERIT,,X,,,X,X,X,,,,X,+,,,D,B,B,+,X,X
S0578/0532,F,3.3,MERIT,,X,,,X,X,X,,,,X,+,,,D,B,B,B,X,X
S0578/0533,F,2.7,CREDIT,,X,,,X,X,X,,,,X,B,,,D,C,B,X,X,X
S0578/0534,F,3.3,MERIT,,X,,,X,X,X,,,,X,+,,,D,B,B,X,X,X
S0578/0535,F,3.3,MERIT,,X,,,X,X,X,,,,X,+,,,D,B,B,X,X,X
S0578/0536,M,2.7,CREDIT,,X,,,X,X,X,,,,X,B,,,D,C,B,X,X,X
S0578/0537,M,3.7,DISTINCTION,,X,,,X,X,X,,,,X,+,,,C,B,+,X,X,X
S0578/0538,M,2.7,CREDIT,,X,,,X,X,X,,,,X,B,,,D,C,B,C,X,X
S0578/0539,M,2.3,CREDIT,,X,,,X,X,X,,,,X,C,,,D,C,B,C,X,X
S0578/0540,M,3.3,MERIT,,X,,,X,X,X,,,,X,+,,,D,B,B,X,X,X
S0578/0541,M,2.7,CREDIT,,X,,,X,X,X,,,,X,B,,,D,B,C,X,X,X
S0578/0542,M,3.7,DISTINCTION,,X,,,X,X,X,,,,X,+,,,C,B,+,X,X,X
S0578/0543,M,3.0,MERIT,,X,,,X,X,X,,,,X,B,,,D,B,B,X,X,X
S0578/0544,M,3.3,MERIT,,X,,,X,X,X,,,,X,+,,,C,B,B,X,X,X
S0578/0545,F,3.3,MERIT,,X,,,X,X,X,,,,X,B,,,D,X,B,X,+,X
S0578/0546,F,3.7,DISTINCTION,,X,,,X,X,X,,,,X,+,,,D,X,B,X,+,X
S0578/0547,F,3.3,MERIT,,X,,,X,X,X,,,,X,+,,,D,X,B,X,B,X
S0578/0548,M,3.7,DISTINCTION,,X,,,X,X,X,,,,X,+,,,E,X,B,X,+,X
S0578/0549,M,3.3,MERIT,,X,,,X,X,X,,,,X,+,,,D,X,B,X,B,X
S0578/0550,M,3.3,MERIT,,X,,,X,X,X,,,,X,+,,,D,X,B,X,B,X
S0578/0551,M,-,ABS,,X,,,X,X,X,,,,X,X,,,X,X,X,X,X,X
S0578/0552,M,3.7,DISTINCTION,,X,,,X,X,X,,,,X,+,,,C,X,+,X,B,X
S0578/0554,F,0.3,FAIL,,X,,,F,E,E,,,,X,X,,,D,D,X,X,X,X
S0578/0555,M,2.3,CREDIT,,X,,,D,B,C,,,,X,X,,,E,C,X,X,X,X
S0578/0556,M,0.7,PASS,,X,,,E,D,D,,,,X,X,,,E,X,X,X,X,E
S0578/0557,M,-,ABS,,X,,,X,X,X,,,,X,X,,,X,X,X,X,X,X
S0578/0558,M,3.0,MERIT,,X,,,D,X,X,,,,B,X,,,D,B,B,X,X,X
S0578/0559,M,3.3,MERIT,,X,,,X,X,X,,,,X,+,,,D,B,B,X,X,X
S0580/0501,F,3.3,MERIT,,,,,,,,,,,,X,,,B,B,B,,+,
S0580/0502,F,3.7,DISTINCTION,,,,,,,,,,,,X,,,C,B,+,,+,
S0580/0503,F,3.7,DISTINCTION,,,,,,,,,,,,X,,,B,B,+,,+,
S0580/0504,F,3.3,MERIT,,,,,,,,,,,,+,,,D,B,B,,X,
S0580/0505,F,3.7,DISTINCTION,,,,,,,,,,,,+,,,C,+,B,,X,
S0580/0506,F,3.3,MERIT,,,,,,,,,,,,+,,,C,B,B,,X,
S0580/0507,F,4.0,DISTINCTION,,,,,,,,,,,,X,,,C,+,+,,+,
S0580/0508,F,4.0,DISTINCTION,,,,,,,,,,,,X,,,C,+,+,,+,
S0580/0509,F,3.7,DISTINCTION,,,,,,,,,,,,+,,,C,+,B,,X,
S0580/0510,F,4.0,DISTINCTION,,,,,,,,,,,,X,,,C,+,+,,+,
S0580/0511,F,3.3,MERIT,,,,,,,,,,,,B,,,C,B,+,,X,
S0580/0512,F,3.3,MERIT,,,,,,,,,,,,X,,,B,B,B,,+,
S0580/0513,F,3.7,DISTINCTION,,,,,,,,,,,,X,,,C,B,+,,+,
S0580/0514,F,3.3,MERIT,,,,,,,,,,,,X,,,C,B,B,,+,
S0580/0515,F,3.3,MERIT,,,,,,,,,,,,+,,,C,B,B,,X,
S0580/0516,F,3.3,MERIT,,,,,,,,,,,,+,,,B,B,B,,X,
S0580/0517,F,3.3,MERIT,,,,,,,,,,,,X,,,B,B,B,,+,
S0580/0518,F,3.3,MERIT,,,,,,,,,,,,X,,,C,+,B,,B,
S0580/0519,F,3.7,DISTINCTION,,,,,,,,,,,,+,,,B,B,+,,X,
S0580/0520,F,4.0,DISTINCTION,,,,,,,,,,,,+,,,B,+,+,,X,
S0580/0521,F,3.7,DISTINCTION,,,,,,,,,,,,+,,,B,+,B,,X,
S0580/0522,F,3.7,DISTINCTION,,,,,,,,,,,,X,,,C,+,B,,+,
S0580/0523,F,4.0,DISTINCTION,,,,,,,,,,,,X,,,C,+,+,,+,
S0580/0524,F,3.7,DISTINCTION,,,,,,,,,,,,X,,,C,B,+,,+,
S0580/0525,F,3.3,MERIT,,,,,,,,,,,,X,,,C,B,B,,+,
S0580/0526,F,3.7,DISTINCTION,,,,,,,,,,,,X,,,C,+,B,,+,
S0580/0527,F,3.3,MERIT,,,,,,,,,,,,+,,,C,X,B,,B,
S0581/0501,F,3.0,MERIT,,X,,,C,B,B,,,,,X,,,D,X,X,,X,B
S0581/0502,F,3.0,MERIT,,B,,,X,X,B,,,,,X,,,E,X,X,,X,B
S0581/0503,F,1.7,CREDIT,,X,,,D,C,C,,,,,X,,,D,X,X,,X,D
S0581/0504,F,2.7,CREDIT,,X,,,C,B,B,,,,,X,,,D,X,X,,X,C
S0581/0505,F,1.7,CREDIT,,C,,,X,X,D,,,,,X,,,E,X,X,,X,C
S0581/0506,F,2.0,CREDIT,,X,,,C,C,C,,,,,X,,,C,X,X,,X,C
S0581/0507,F,2.3,CREDIT,,B,,,X,X,C,,,,,X,,,D,X,X,,X,C
S0581/0508,F,2.7,CREDIT,,X,,,C,B,B,,,,,X,,,D,X,X,,X,C
S0581/0509,F,2.0,CREDIT,,C,,,X,X,C,,,,,X,,,E,X,X,,X,C
S0581/0510,F,2.7,CREDIT,,X,,,D,B,B,,,,,X,,,D,X,X,,X,C
S0581/0511,F,2.3,CREDIT,,X,,,D,B,C,,,,,X,,,D,X,X,,X,C
S0581/0512,M,1.7,CREDIT,,X,,,X,X,X,,,,,C,,,E,D,C,,X,X
S0581/0513,M,3.3,MERIT,,X,,,X,X,X,,,,,+,,,D,B,B,,X,X
S0581/0514,M,2.0,CREDIT,,X,,,X,X,X,,,,,B,,,D,C,D,,X,X
S0581/0515,M,2.7,CREDIT,,X,,,X,X,X,,,,,B,,,E,C,B,,X,X
S0581/0516,M,2.7,CREDIT,,X,,,X,X,X,,,,,+,,,D,C,C,,X,X
S0581/0517,M,1.0,PASS,,X,,,E,C,D,,,,,X,,,D,X,X,,X,E
S0581/0518,M,3.0,MERIT,,B,,,X,X,B,,,,,X,,,D,X,X,,X,B
S0581/0519,M,3.7,DISTINCTION,,X,,,X,X,X,,,,,+,,,C,+,B,,X,X
S0581/0520,M,3.3,MERIT,,X,,,X,X,X,,,,,+,,,D,B,B,,X,X
S0581/0521,M,3.7,DISTINCTION,,X,,,X,X,X,,,,,+,,,D,X,B,,+,X
S0581/0522,M,3.0,MERIT,,X,,,X,X,X,,,,,B,,,E,B,B,,X,X
S0581/0523,M,1.7,CREDIT,,D,,,X,X,C,,,,,X,,,D,X,X,,X,C
S0581/0524,M,3.0,MERIT,,X,,,X,X,X,,,,,+,,,D,X,C,,B,X
S0581/0525,M,2.3,CREDIT,,X,,,X,X,X,,,,,B,,,E,X,C,,C,X
S0581/0526,M,1.7,CREDIT,,X,,,X,X,X,,,,,C,,,D,D,C,,X,X
S0581/0527,M,2.3,CREDIT,,C,,,X,X,C,,,,,X,,,E,X,X,,X,B
S0581/0528,M,3.3,MERIT,,X,,,X,X,X,,,,,+,,,E,B,B,,X,X
S0581/0529,M,3.0,MERIT,,X,,,X,X,X,,,,,B,,,C,B,B,,X,X
S0581/0530,M,3.0,MERIT,,X,,,C,B,B,,,,,X,,,D,X,X,,X,B
S0581/0531,M,3.0,MERIT,,X,,,B,B,B,,,,,X,,,D,X,X,,X,B
S0581/0532,M,4.0,DISTINCTION,,X,,,B,+,+,,,,,X,,,C,X,X,,X,+
S0581/0533,M,1.0,PASS,,X,,,F,C,D,,,,,X,,,D,X,X,,X,E
S0581/0534,M,3.7,DISTINCTION,,X,,,X,X,X,,,,,+,,,D,X,B,,+,X
S0581/0535,M,3.0,MERIT,,X,,,B,B,+,,,,,X,,,C,X,X,,X,C
S0581/0536,M,2.7,CREDIT,,X,,,C,+,B,,,,,X,,,C,X,X,,X,D
S0581/0537,M,3.3,MERIT,,X,,,X,X,X,,,,,+,,,D,X,B,,B,X
S0581/0538,M,3.7,DISTINCTION,,X,,,B,+,+,,,,,X,,,D,X,X,,X,B
S0581/0539,M,2.3,CREDIT,,B,,,X,X,C,,,,,X,,,D,X,X,,X,C
S0581/0540,M,2.0,CREDIT,,C,,,X,X,C,,,,,X,,,E,X,X,,X,C
S0581/0541,M,3.7,DISTINCTION,,X,,,X,X,X,,,,,A,,,D,X,B,,B,X
S0581/0542,M,1.7,CREDIT,,D,,,X,X,C,,,,,X,,,E,X,X,,X,C
S0581/0543,M,2.7,CREDIT,,X,,,C,+,B,,,,,X,,,D,X,X,,X,D
S0581/0544,M,1.7,CREDIT,,C,,,X,X,C,,,,,X,,,D,X,X,,X,D
S0581/0545,M,2.3,CREDIT,,X,,,X,X,X,,,,,B,,,D,C,C,,X,X
S0581/0546,M,2.0,CREDIT,,X,,,X,X,X,,,,,C,,,D,C,C,,X,X
S0581/0547,M,3.3,MERIT,,X,,,X,X,X,,,,,+,,,D,B,B,,X,X
S0581/0548,M,3.3,MERIT,,X,,,X,X,X,,,,,+,,,D,X,B,,B,X
S0581/0549,M,3.3,MERIT,,X,,,X,X,X,,,,,X,,,D,B,B,,+,X
S0581/0550,M,1.3,PASS,,C,,,X,X,D,,,,,X,,,E,X,X,,X,D
S0581/0551,M,3.7,DISTINCTION,,X,,,X,X,X,,,,,X,,,C,+,B,,+,X
S0581/0552,M,2.3,CREDIT,,X,,,C,B,B,,,,,X,,,D,X,X,,X,D
S0581/0553,M,3.3,MERIT,,X,,,X,X,X,,,,,+,,,D,B,B,,X,X
S0581/0554,M,3.3,MERIT,,X,,,X,X,X,,,,,+,,,E,B,B,,X,X
S0581/0555,M,1.0,PASS,,X,,,C,C,D,,,,,X,,,D,X,X,,X,E
S0581/0556,M,3.3,MERIT,,X,,,X,X,X,,,,,X,,,D,B,B,,+,X
S0581/0557,M,0.7,PASS,,X,,,D,D,D,,,,,X,,,D,X,X,,X,E
S0581/0558,M,2.7,CREDIT,,X,,,D,B,B,,,,,X,,,D,X,X,,X,C
S0581/0559,M,2.7,CREDIT,,X,,,X,X,X,,,,,B,,,E,C,B,,X,X
S0581/0560,M,3.0,MERIT,,X,,,C,B,+,,,,,X,,,D,X,X,,X,C
S0581/0561,M,3.3,MERIT,,X,,,X,X,X,,,,,+,,,C,X,B,,B,X
S0581/0562,M,3.3,MERIT,,X,,,X,X,X,,,,,+,,,D,B,B,,X,X
S0581/0563,M,2.3,CREDIT,,X,,,D,B,B,,,,,X,,,D,X,X,,X,D
S0581/0564,M,3.0,MERIT,,B,,,X,X,B,,,,,X,,,D,X,X,,X,B
S0581/0565,M,3.0,MERIT,,X,,,X,X,X,,,,,X,,,D,B,B,,B,X
S0581/0566,M,0.0,FAIL,,E,,,X,X,E,,,,,X,,,E,X,X,,X,E
S0581/0567,M,2.0,CREDIT,,C,,,X,X,C,,,,,X,,,D,X,X,,X,C
S0581/0568,M,3.0,MERIT,,X,,,X,X,X,,,,,X,,,D,B,B,,B,X
S0581/0569,M,3.3,MERIT,,X,,,X,X,X,,,,,+,,,C,X,B,,B,X
S0581/0570,M,1.0,PASS,,D,,,X,X,D,,,,,X,,,E,X,X,,X,D
S0581/0571,M,2.3,CREDIT,,X,,,B,B,C,,,,,X,,,D,X,X,,X,C
S0581/0572,M,4.0,DISTINCTION,,X,,,X,X,X,,,,,X,,,D,+,+,,+,X
S0581/0573,M,2.7,CREDIT,,X,,,C,B,B,,,,,X,,,D,X,X,,X,C
S0581/0574,M,0.0,FAIL,,X,,,F,E,E,,,,,X,,,D,X,X,,X,F
S0581/0575,M,3.0,MERIT,,X,,,X,X,X,,,,,X,,,D,B,B,,B,X
S0581/0576,M,2.7,CREDIT,,X,,,X,X,X,,,,,B,,,D,C,B,,X,X
S0581/0577,M,2.3,CREDIT,,X,,,D,C,B,,,,,X,,,D,X,X,,X,C
S0581/0578,M,2.7,CREDIT,,X,,,X,X,X,,,,,X,,,D,C,B,,B,X
S0581/0579,M,2.7,CREDIT,,C,,,X,X,B,,,,,X,,,D,X,X,,X,B
S0584/0501,F,2.0,CREDIT,,X,,,E,C,D,,,X,X,X,,,E,B,X,,X,X
S0584/0502,F,2.3,CREDIT,,X,,,D,C,C,,,X,X,X,,,D,B,X,,X,X
S0584/0503,F,0.7,PASS,,X,,,F,D,D,,,X,X,X,,,E,X,X,,X,E
S0584/0504,F,2.7,CREDIT,,X,,,E,C,C,,,X,X,X,,,E,+,X,,X,X
S0584/0505,F,2.3,CREDIT,,X,,,D,C,C,,,X,X,X,,,E,B,X,,X,X
S0584/0506,F,3.7,DISTINCTION,,X,,,X,X,X,,,X,X,+,,,D,+,B,,X,X
S0584/0507,F,2.0,CREDIT,,X,,,D,C,B,,,X,X,X,,,D,X,X,,X,D
S0584/0508,F,1.3,PASS,,E,,,X,X,C,,,X,X,X,,,D,X,X,,X,C
S0584/0509,F,1.7,CREDIT,,F,,,X,X,X,,,X,C,X,,,D,B,X,,X,X
